term,related_lang
dybbuk,Yiddish
dynamis,Ancient Greek
dynast,Late Latin
dynasty,Middle French
dysarthria,German
dyscrasia,Ancient Greek
dysmetria,Ancient Greek
dysmorphia,Ancient Greek
dysphemism,French
dyspraxia,Ancient Greek
dystonia,New Latin
dzhigit,Russian
dziggetai,Mongolian
dzo,Tibetan
dzongkhag,Dzongkha
dzud,Mongolian
déblai,French
débouché,French
débris,French
début,French
débutant,French
débutante,French
décime,French
déclassé,French
décollement,French
décolletage,French
décolleté,French
décolletée,French
décor,French
dégagé,French
démarche,French
démodé,French
dénouement,French
dépanneur,Canadian French
département,French
dérive,French
détente,French
détraqué,French
e caudata,Medieval Latin
e caudatae,Medieval Latin
e pluribus unum,Latin
eGoli,Zulu
easel,Dutch
eau Créole,French
eau de Cologne,French
eau de toilette,French
eau de vie,French
eau forte,French
eba,Yoruba
ebanzuke,Japanese
eboshi,Japanese
ebracteate,New Latin
ebracteolate,New Latin
ebru,Turkish
ebullience,Latin
ecarteur,French
ecbole,Ancient Greek
ecce,Latin
eccentric,Middle French
ecchi,Japanese
ecchymosis,New Latin
ecclesia,Latin
ecclesiast,Ancient Greek
ecclesiastic,Middle French
ecdotic,French
echelle,French
echelon,French
echeme,Ancient Greek
echidna,Latin
echinococcus,Translingual
echinus,Latin
echoi,Ancient Greek
echt,German
ecky-becky,Bajan
eclaircise,French
eclatant,French
eclipsis,Ancient Greek
eclosion,French
economic,Middle French
ecostate,New Latin
ecrasite,French
ecribellate,New Latin
ecstatic,Ancient Greek
ecstatica,New Latin
ectara,Hindi
ectasis,Ancient Greek
ecthesis,Ancient Greek
ecthlipsis,Ancient Greek
ectropion,Ancient Greek
ecumene,Ancient Greek
edamame,Japanese
edelweiss,German
edentate,New Latin
edgie,Scots
edible,Late Latin
editio princeps,New Latin
edubba,Sumerian
education,Middle French
educator,Latin
educe,Latin
eephus,Hebrew
effable,Latin
effacement,French
effemination,Latin
effendi,Ottoman Turkish
efferate,Latin
effervescence,French
effete,Latin
effigurate,New Latin
effigy,French
effleurage,French
efflorescence,French
efflower,French
effodicate,Latin
effrontery,French
effuse,Middle French
effusion,Middle French
effusive,Latin
egalitarian,French
egelid,Latin
eggah,Egyptian Arabic
eglandulose,New Latin
ego,Latin
ego shooter,German
egoism,French
egoist,French
egregious,Latin
egusi,Yoruba
eguttulate,New Latin
eid mubarak,Arabic
eidgah,Persian
eidolopoeia,Ancient Greek
eigen-,German
eikoste,Ancient Greek
eina,Afrikaans
einherjar,Old Norse
einkorn wheat,German
eisa,Okinawan
eiswein,German
ejaculate,Latin
ejecta,Latin
ejido,Mexican Spanish
ejoo,Malay
eka-,Sanskrit
ekagrata,Sanskrit
ekecheiria,Ancient Greek
ekiden,Japanese
ekistics,Ancient Greek
ekka,Hindi
ekmek kadayif,Turkish
ekpyrosis,Ancient Greek
ekranoplan,Russian
el,Spanish
el stupido,Spanish
elaborate,Late Latin
elaichi,Hindi
eland,Afrikaans
elastic,French
elater,New Latin
elchi,Turkish
elchi,Hindi
elect,Latin
electric,New Latin
eleemosynary,Medieval Latin
elegante,French
elegiac,Middle French
elegit,Latin
elegy,Middle French
elephantarch,Ancient Greek
elephantiasis,Latin
elephantiasis,Ancient Greek
elephantine,Latin
eliche,Italian
elicit,Latin
elicoidali,Italian
elide,Latin
eliminate,Latin
eliminatrix,Latin
elinguation,Late Latin
elision,Latin
ellipse,French
elliptic,Ancient Greek
elocutio,Latin
elocution,Late Latin
eloge,French
elogium,Latin
elongation,Late Latin
elotera,Spanish
elotero,Spanish
elute,Latin
emaciate,Latin
emaho,Tibetan
email,Middle French
emaki,Japanese
emanate,Latin
emancipate,Latin
emancipation,French
emancipator,Late Latin
emballage,French
embarcadero,Spanish
embarcadère,French
embark,Middle French
embarrass,French
embassy,Middle French
emblema,Latin
emblematic,French
embolus,Latin
embonpoint,French
embouchement,French
embouchure,French
embourgeoise,French
embourgeoisement,French
embourgeoisé,French
emboîtement,French
embrasure,Middle French
embrocate,Medieval Latin
embroil,French
embryo,Medieval Latin
embusqué,French
emendator,Latin
emerge,Middle French
emergence,French
emergency,Medieval Latin
emeritus,Latin
emery,French
emesis,Ancient Greek
emetic,French
emigre,French
emigré,French
emir,Middle French
emissary,French
emission,Middle French
emit,Latin
emmer,German
emollient,French
empacho,Spanish
empanada,Spanish
empanadilla,Spanish
empathy,Ancient Greek
empennage,French
emphasis,Latin
emphysema,Latin
emphysema,Middle French
emplastron,Ancient Greek
employ,Middle French
employee,Middle French
employer,Middle French
employée,French
emporium,Latin
emulge,Latin
emulsion,French
en banc,French
en bloc,French
en brosse,French
en cabochon,French
en clair,French
en coup de sabre,French
en face,French
en famille,French
en flute,French
en garde,French
en masse,French
en pied,French
en plein,French
en plein air,French
en pointe,French
en rapport,French
en route,French
en ventre sa mere,French
en-papillote,French
enamorado,Spanish
encasserole,French
enceinte,French
encenillo,Spanish
enchilada,Spanish
encierro,Spanish
enclave,French
enclisis,Ancient Greek
enclitic,Late Latin
encoignure,French
encolure,French
encomienda,Spanish
encore,French
encoubert,French
encouragement,Middle French
encrinus,Translingual
enculade,French
encyclopedia,New Latin
endimanched,French
endocrine,French
endocrinology,French
endoctrine,French
endorphin,French
endostosis,New Latin
endothermic,French
endura,New Latin
energid,German
enfant de coeur,French
enfant terrible,French
enfantement,French
enfilade,French
enfile,French
enfleurage,French
engagé,French
engawa,Japanese
engenho,Portuguese
englyn,Welsh
engobe,French
engouement,French
engram,German
enguiché,French
enhypostasia,Ecclesiastical Latin
enigmatic,Latin
enigmatic,French
enjamb,French
enjambment,French
enjo kosai,Japanese
enka,Japanese
enkai,Japanese
enlevement,French
ennui,French
ennuyé,French
enoki mushroom,Japanese
enomoty,Ancient Greek
enoteca,Italian
ensemble,French
ensete,Ge'ez
ensi,Sumerian
ensile,French
ensuite,French
entablement,French
enteki,Japanese
entelechy,Late Latin
entente,French
entente cordiale,French
enteritidis,Latin
entero-,New Latin
entheate,Latin
entier,French
entity,Medieval Latin
entjie,Afrikaans
entourage,French
entr'acte,French
entrada,Spanish
entrant,French
entrechat,French
entrecôte,French
entrelac,French
entremets,French
entrepas,French
entrepreneur,French
entrepreneuse,French
entrepôt,French
entresol,French
entryism,French
entrée,French
enucleate,Latin
enumerate,Latin
enumeration,Middle French
enunciation,Latin
envelope,French
environment,Middle French
environs,French
envoi,French
enzyme,German
eo ipso,Latin
eon,Ancient Greek
eosin,German
eosinophil,German
epanadiplosis,Ancient Greek
epanodos,Ancient Greek
epaulet,French
epaulette,French
epauliere,French
epazote,Spanish
epee,French
epencephalon,New Latin
ephah,Hebrew
ephebophilia,Ancient Greek
ephelcystic nu,Ancient Greek
ephelis,Ancient Greek
ephelis,Latin
ephemera,Ancient Greek
ephemeral,New Latin
ephemeris,New Latin
ephemeron,Ancient Greek
ephippium,Latin
ephod,Biblical Hebrew
epiboly,Ancient Greek
epichirema,Ancient Greek
epicorium,Latin
epideictic,Ancient Greek
epidermis,Latin
epidote,French
epiglottis,New Latin
epiglottis,Ancient Greek
epikeia,Ancient Greek
epilepsy,French
epimanikion,Byzantine Greek
epinetron,Ancient Greek
epineurium,New Latin
epinglette,French
epinicion,Ancient Greek
epiphora,Ancient Greek
epiploon,Ancient Greek
epiproct,Ancient Greek
epirrhema,Ancient Greek
episemon,Byzantine Greek
epistasis,Ancient Greek
episteme,Ancient Greek
epistolary,French
epistrophe,Latin
epithem,Ancient Greek
epithema,New Latin
epithesis,Ancient Greek
epithumetic,Ancient Greek
epitrachelion,Byzantine Greek
epizeuxis,Latin
epluchage,French
epoch,Medieval Latin
epocha,Medieval Latin
epode,Ancient Greek
epogdoon,Ancient Greek
epopteia,Ancient Greek
epos,Latin
epulis,New Latin
epyllion,Ancient Greek
equality,Middle French
equerry,Middle French
equipment,French
equipollent,French
equivocate,Medieval Latin
era,Late Latin
eradicate,Latin
erection,Latin
erekiteru,Japanese
eremacausis,New Latin
eremite,Late Latin
erenagh,Old Irish
erf,Dutch
erg,French
erga omnes,Latin
ergon,Ancient Greek
ergot,French
ergotamine,German
ericius,Latin
eriometer,Ancient Greek
erionite,Ancient Greek
eristic,Ancient Greek
ermelin,German
ero-guro,Japanese
erode,French
eroge,Japanese
erosion,Middle French
erotesis,Late Latin
erotica,Latin
errata,Latin
erratic,Latin
erration,Latin
erratum,Latin
ersatz,German
eruca,Latin
erudit,French
eruginous,Middle French
erupt,Latin
erw,Welsh
erxian,Mandarin
erysipelas,Latin
erysipelas,Ancient Greek
erythema,New Latin
esaul,Ukrainian
esaul,Russian
escabeche,Spanish
escadrille,French
escalade,French
escalope,French
escamoterie,French
escapade,French
escargatoire,French
escargot,French
escarmouche,French
escarole,French
escarp,French
escarpment,French
eschar,Middle French
eschatocol,Byzantine Greek
eschia,Chipewyan
eschscholzia,Translingual
esclavagism,French
escolar,Spanish
escopet,Spanish
escort,French
escribano,Spanish
escroc,French
escudo,Portuguese
ese,Mexican Spanish
esker,Irish
esoteric,Ancient Greek
espadon,French
espadrille,French
espagnole,French
espagnolette,French
espalier,French
espaliere,French
esparcet,French
esparto,Spanish
esperance,Middle French
espetada,Portuguese
espieglerie,French
espionage,French
esplanade,French
espressivo,Italian
espresso,Italian
espresso breve,Italian
esprit,French
esprit de corps,French
esprit fort,French
esquisse,French
essay,Middle French
esse,Latin
essencier,French
essential,Late Latin
estafa,Spanish
estafette,French
estaminet,French
estampage,French
estampie,French
estancia,Spanish
esteem,Middle French
esteem,Latin
ester,German
estimable,Middle French
estimate,Latin
estouffade,French
estover,Old French
estrade,French
estragon,French
estramacon,French
estrapade,French
estufa,Spanish
esurient,Latin
eszett,German
et hoc genus omne,Latin
et seq.,Latin
"et tu, Brute",Latin
et ux.,Latin
etagere,French
etalon,French
etamine,French
etatisme,French
etch,Dutch
etendue,French
eteostic,Ancient Greek
ethea,Ancient Greek
ethereal,Latin
ethics,Ancient Greek
ethmoid,French
ethnie,French
ethnos,Ancient Greek
ethography,French
ethopoeia,Ancient Greek
ethyl,German
etiolin,German
etiquette,French
etude,French
etymologicon,Medieval Latin
etymon,Ancient Greek
eucaine,German
eucalyptus,French
euchre,German
eucrasia,Ancient Greek
eucrasis,Ancient Greek
eudaemonic,Ancient Greek
eudaemonism,Ancient Greek
euge,Latin
eukaryote,French
eulachon,Chinook Jargon
eulogy,Ancient Greek
eumolpid,Ancient Greek
euphonious,French
euphoria,New Latin
euphroe,Dutch
euro,Adnyamathanha
euskaltegi,Basque
eustasy,German
evanescence,Latin
evanescent,French
evangile,French
evenemential,French
evict,Latin
eviction,Middle French
evidement,French
evidential,Medieval Latin
evince,French
evite,Middle French
evolution,Latin
evolve,Latin
ewedu,Yoruba
ex abundante cautela,Latin
ex ante,Latin
ex cathedra,Latin
ex facie,Latin
ex hypothesi,Late Latin
ex officio,Latin
ex post,Latin
exacerbation,Latin
exact,Latin
exactitude,French
exanthesis,New Latin
exaration,Latin
exarch,Ecclesiastical Latin
excambion,Late Latin
excavate,Latin
excavation,Latin
excecate,Latin
excelsior,Latin
except,Middle French
excern,Latin
excessive,Middle French
excipient,Latin
exclamation,Middle French
exclude,Latin
exclusion,Latin
excommunicate,Late Latin
excommunication,Late Latin
excoriate,Late Latin
excrement,Latin
excrement,Latin
excrescence,Latin
excrete,Latin
excretion,Late Latin
excretion,Middle French
excursion,Latin
excursus,Latin
excusation,Middle French
excusator,Latin
excuss,Latin
executive,Middle French
exegesis,Ancient Greek
exemplum,Latin
exergue,French
exeunt,Latin
exfoliate,Late Latin
exhibit,Latin
exhume,Medieval Latin
exigeant,French
exigeante,French
exigence,French
exinanition,Latin
existential,Late Latin
existentialism,French
exit,Latin
exodos,Ancient Greek
exomis,Ancient Greek
exomologesis,Ancient Greek
exorbitant,Late Latin
exordium,Latin
exoreic,French
exoteric,Latin
exotic,Middle French
expansion,French
expatriation,French
expect,Latin
expectation,Middle French
expend,Latin
expensive,Latin
expergefaction,Latin
experiential,Latin
expertise,French
expiable,Middle French
expilator,Latin
expiration,Middle French
expire,Middle French
explanandum,Latin
explanator,Latin
expletive,Late Latin
explication,Middle French
exploitation,French
explorator,Latin
expose,Middle French
exposé,French
expression,Middle French
expressionism,French
expressis verbis,Latin
expropriate,Medieval Latin
expulse,Latin
exquire,Latin
exscribe,Latin
exsiccate,Latin
exsiccation,Late Latin
exsufflicate,Latin
extant,Latin
extemporanea,Latin
extemporaneous,Late Latin
extense,Latin
extensive,Late Latin
extermination,Middle French
extermine,French
externat,French
externe,French
extinct,Latin
extincteur,French
extinguish,Latin
extirpate,Latin
extispex,Latin
extispicy,Latin
extol,Latin
extort,Latin
extra dictionem,Latin
extract,Latin
extraordinaire,French
extratone,German
extravagance,French
extravaganza,Italian
extricate,Latin
extrinsic,French
extrude,Latin
exultant,Latin
exuvia,Latin
eyalet,Turkish
ezafe,Persian
ezba,Arabic
fa'afafine,Samoan
fabada,Asturian
fabella,New Latin
fabes con amasueles,Asturian
fabric,French
fabula,Latin
facade,French
face control,Russian
facet,French
facetious,French
facette,French
fachidiot,German
facial,Medieval Latin
faciendum,Latin
facile,Middle French
facinorous,Latin
fackeltanz,German
faction,Middle French
factitious,Latin
factotum,New Latin
factum,Latin
facture,French
facula,Latin
facundity,Latin
fada,Irish
fadaise,French
fadista,Portuguese
fado,Portuguese
fady,Malagasy
faena,Spanish
faex,Latin
fagot,Italian
fagottino,Italian
fagotto,Italian
fahlband,German
fahlerz,German
fainne,Irish
fait accompli,French
faites vos jeux,French
fajita,Spanish
fajr,Arabic
fakaleitī,Tongan
fakelaki,Greek
fakir,Arabic
falafel,Arabic
falanghina,Italian
falbala,French
falda,Italian
fals,Arabic
falsetto,Italian
faltboat,German
faluche,French
falx,Latin
famine,Middle French
famulus,Latin
fanal,French
fandango,Spanish
fanega,Spanish
fanfare,French
fanfaronade,French
fango,Italian
fanimorous,Yoruba
fanion,French
fankle,Scots
fanorona,Malagasy
fanqie,Mandarin
fantasia,Italian
fantastic,Middle French
fantastico,Italian
fantastique,French
fanum,Latin
faqih,Arabic
faqir,Arabic
far,Latin
farandole,French
farang,Thai
faravahar,Persian
farbrengen,Yiddish
farce,Middle French
farceur,French
fard,Arabic
fardage,French
farfalle,Italian
farfalloni,Italian
farfel,Yiddish
farik,Arabic
farina,Latin
farinata,Italian
farinose,Late Latin
fario,Latin
farkakteh,Yiddish
farolito,Spanish
farouche,French
farrago,Latin
farro,Italian
farsang,Persian
farthingale,Middle French
fartlek,Swedish
fartsovka,Russian
fartsovshchik,Russian
fasces,Latin
faschism,German
faschist,German
fascia,Latin
fasciation,French
fascicle,Latin
fascine,French
fasciola,Latin
fasciole,Latin
fascism,Italian
fasolada,Greek
faspa,Plautdietsch
fasti,Latin
fastidious,Latin
fastigium,Latin
fatayer,Gulf Arabic
fatha,Arabic
fattouch,Arabic
fatuity,Middle French
fatwa,Arabic
faubourg,French
fauces,Latin
faujdar,Hindi
fauna,New Latin
faussebraye,French
faute de mieux,French
fauteuil,French
fauvette,French
fauvism,French
fauvist,French
faux,French
faux ami,French
faux bois,French
fava,Italian
favela,Portuguese
favori,French
favourite,Middle French
favus,Latin
fawny,Irish
faynshmeker,Yiddish
fazenda,Portuguese
fazzolet,Italian
façon de parler,French
febricula,Latin
febrile,Medieval Latin
feces,Latin
feckless,Scots
fedai,Persian
fedayee,Arabic
feddan,Arabic
federation,French
feeze,Scots
feh,Yiddish
feijoada,Portuguese
feint,French
feis,Irish
feitoria,Portuguese
feitsui,Chinese
feku,Hindi
feldgrau,German
feldscher,Russian
feldwebel,German
felid,New Latin
feline,Latin
felix culpa,Latin
fell,Latin
fellatio,Latin
felon,Latin
felquiste,French
felsenmeer,German
felucca,Italian
femina,Latin
femina,Italian
feminism,French
feminista,Spanish
femme,French
femme fatale,French
femme incomprise,French
femoral,Latin
femur,Latin
fenalår,Norwegian
fendy,Scots
fenestella,Latin
fenestra,Latin
fenestron,French
feng shui,Mandarin
fennec,Arabic
fenster,German
fenya,Russian
fer-de-lance,French
ferace,Ottoman Turkish
feral,Middle French
feral,Late Latin
ferash,Arabic
ferhoodle,Pennsylvania German
feria,Latin
ferity,Latin
fermata,Italian
fermentation,Latin
fermeture,French
fernet,Italian
ferocity,Middle French
ferraiolo,Italian
ferramenta,Italian
ferret,Italian
ferretto,Italian
ferriprive,French
ferruginous,Latin
ferrugo,Latin
fersommling,Pennsylvania German
ferule,Latin
fervid,Latin
fest,German
festal,Middle French
festbier,German
festoon,French
festschrift,German
feta,Greek
fete,French
fetid,Latin
fetish,French
fetor,Latin
fettuccine,Italian
fettuccine Alfredo,Italian
fettuccini,Italian
fetus,Latin
fetus in fetu,Latin
feu de joie,French
feu-de-joie,French
feuar,Scots
feud,Medieval Latin
feudary,Late Latin
feuillemorte,French
feuilletine,French
feuilleton,French
feuilletonist,French
feuilleté,French
feygele,Yiddish
fez,Ottoman Turkish
fiacre,French
fianchetto,Italian
fiancé,French
fiasco,Italian
fiber,French
fibula,Latin
fibularis,New Latin
fibularis brevis,New Latin
fibularis longus,New Latin
fibularis tertius,New Latin
fiche,French
fichu,French
fico,Italian
fictitious,Latin
fictive,Middle French
ficus,Latin
fidalgo,Portuguese
fidchell,Old Irish
fidejussor,Latin
fideo,Spanish
fiducial,Late Latin
fief,Middle French
fierljeppen,Dutch
fiesta,Spanish
fife,German
figura,Latin
figurine,French
fil,Swedish
filament,Medieval Latin
filaria,Translingual
filasse,French
filet mignon,French
fileteado,Spanish
